launch_id	mission_id	mission_name	mission_type	mission_description	orbit_name	orbit_abbrev	program_name	lsp_name	lsp_type
72d7b03a-410a-436e-81f1-4fe7b55f912d	5500.0	Astra 1K	Communications	Astra 1K was a communications satellite manufactured by Alcatel Space for SES.	Geostationary Orbit	Direct-GEO		Khrunichev State Research and Production Space Center	Government
8811672d-028c-4401-a90f-080e32c9f73d	5501.0	AlSat-1	Earth Science	ALSAT 1 was an Algerian imaging minisatellite. The 90-kg satellite was the first part of an international Disaster Monitoring System (DMS) for alerting natural/man-made disasters.	Polar Orbit	PO		Production Corporation Polyot	Commercial
5a119dba-d621-486f-9ec6-65b0d69d49a0	5502.0	TDRS 10	Communications	The third and final Advanced Tracking and Data Relay Satellite satellite separated from the Centaur upper stage 30 minutes after launch. This completed the $800 million, three satellite contract.	Geosynchronous Orbit	GSO		Lockheed Martin	Commercial
05cc2e97-f0d5-45a4-bfd6-f60ae8fe4729	598.0	Hot Bird 7 & Stentor	Communications	Hot Bird 7 was a French communications satellite for direct to home broadcasting services from geostationary orbit at a longitude of 13 degrees East. Stentor is an experimental programme to validate technologies to be integrated into the next generation of telecommunications spacecraft.	Geostationary Transfer Orbit	GTO		Arianespace	Commercial
13d46fa3-70d4-4290-a72e-c1709c01d540	5503.0	Midori-2	Earth Science	Midori II has been engaged in various observation missions to understand the realities and causes of global environmental changes, such as abnormal weather conditions and the expansion of the ozone hole.	Sun-Synchronous Orbit	SSO		Japan Aerospace Exploration Agency	Government
32f43713-8403-484e-b355-2ff7aab0c65d	5504.0	NSS 6	Communications	he Dutch New Skies Satellites' NSS-6 telecommunications spacecraft was developed by Lockheed Martin Commercial Space Systems.	Geostationary Orbit	Direct-GEO		Arianespace	Commercial
45c6bdef-7a83-4f07-86a1-b6913dfdf739	5505.0	AATiS-OSCAR-49	Communications	Technology satellite for OHB-System, Germany.	Low Earth Orbit	LEO		ISC Kosmotras	Commercial
857f4ecf-33ba-4df8-ac5a-ea3bd921761b	5506.0	US-K 82	Government/Top Secret	Early warning satellite	Elliptical Orbit	Elliptical		Progress Rocket Space Center	Commercial
befbfe51-0b6f-490c-8c42-9005faace978	5507.0	Uragan 80 to 82	Navigation	GLONASS navigation satellites	Medium Earth Orbit	MEO	GLONASS	Khrunichev State Research and Production Space Center	Government
17b3c2b4-452b-4861-9e22-7ce06b4c5a8c	6608.0	Shenzhou-4	Human Exploration	"Fourth and final test flight of the Shenzhou spacecraft, without crew on board. The spacecraft was flown in the same configuration as a crew-carrying mission, and as such two dummy astronauts were carried on board, as are sleeping bags, food and medication. The control systems were fitted with ability for manual control and emergency landing. The windows were constructed of a new material that was designed to stay clear even after reentry to allow an astronaut to confirm that the parachutes have deployed properly.

The spacecraft carried 100 peony seeds to investigate the effect of weightlessness on plants grown from them. The 52 experiments onboard investigated areas in physics, biology, medicine, earth observation, material science, and astronomy."	Low Earth Orbit	LEO	Shenzhou	China Aerospace Science and Technology Corporation	Government
665b3517-00b8-4b7e-b28a-d43da36bea19	5508.0	Nimiq 2	Communications	Nimiq 2 is a high power Ku/Ka-band satellites, featuring 32 active 24 MHz Ku-band transponders with 120 Watt power amplifiers, and a Ka-band payload that will provide broadband services.	Geosynchronous Orbit	GSO		Khrunichev State Research and Production Space Center	Government
78045393-ac41-4737-9979-7303e18d6c29	5509.0	Coriolis	Earth Science	The Coriolis / Windsat / SMEI three-year mission will provide Defense Department and National Oceanic and Atmospheric Administration (NOAA) weather data users with important ocean wind and solar wind measurements -- improving forecasting around the globe while building important knowledge that will be used in developing the next generation of Polar-orbiting environmental satellites.	Sun-Synchronous Orbit	SSO		United States Air Force	Government
c3a19c03-6b28-4d7c-b96c-93529b508c85	5510.0	Icesat	Earth Science	Oceanography, gravimetry, altimetry mission.	Polar Orbit	PO	NASA Large Strategic Science Missions	United States Air Force	Government
d7021072-e330-425b-96c5-81b5a2a4cdbc	461.0	STS-107	Human Exploration	STS-107 was the 113th flight of the Space Shuttle program, and the disastrous final flight of Space Shuttle Columbia. The mission launched from Kennedy Space Center in Florida on January 16, 2003, and during its 15 days, 22 hours, 20 minutes, 32 seconds in orbit conducted a multitude of international scientific experiments.	Low Earth Orbit	LEO	Space Shuttle	United Space Alliance	Commercial
e69d77ed-a0b0-4473-93a6-98dea19c3a65								Orbital Sciences Corporation	Commercial
8eac8554-2bd8-472f-b2ad-f27cc9a4d829	5511.0	GPS IIR-8	Navigation	USA-166, also known as GPS IIR-8 and GPS SVN-56, is an American navigation satellite which forms part of the Global Positioning System. It was the eighth Block IIR GPS satellite to be launched, out of thirteen in the original configuration, and twenty one overall.	Medium Earth Orbit	MEO	Global Positioning System	United States Air Force	Government
f8c2f0d1-8a40-4444-adff-f873e7fb4fd7							International Space Station	Russian Federal Space Agency (ROSCOSMOS)	Government
5f143307-6ace-466a-bdd3-7af2f201cf2b	5512.0	INTELSAT 907	Communications	Intelsat 907 (or IS-907) is a communications satellite operated by Intelsat.	Geostationary Transfer Orbit	GTO		Arianespace	Commercial
70c55dea-fd71-4879-9a98-9e2cebd51bd3	5513.0	DSCS III A-3	Communications	The U.S. Air Force Space Command operates 10 Phase III DSCS satellites providing defense officials and battlefield commanders secure voice and high rate data communications. The DSCS III system also transmits space operations and early warning data to various systems and users.	Geostationary Transfer Orbit	GTO		United States Air Force	Government
9b0cd2b8-3ecb-4f7e-b663-b61be490689d	5514.0	IGS Radar 1 & IGS Optical 1	Government/Top Secret	The IGS Radar 1 & Optical 1 (Intelligence Gathering Satellite) are Japanese radar and optical reconnaissance satellites. The satellites are operated by the Cabinet Satellite Information Center. The satellites serve both Japan's national defense and civil natural disaster monitoring.	Sun-Synchronous Orbit	SSO		Japan Aerospace Exploration Agency	Government
f20f47ea-ca51-491d-86a8-bbb83cb23e25	5515.0	GPS IIR-9	Navigation	Navstar 52, also known as USA 168 and as GPS 2R-9, is an American Global Positioning Satellite	Medium Earth Orbit	MEO	Global Positioning System	United States Air Force	Government
ece7ecb8-1e79-41f3-a78b-997f8e99b1a2	5516.0	Molniya-1T 92	Communications	Military communications satellite in a highly elliptic orbit	Elliptical Orbit	Elliptical		Progress Rocket Space Center	Commercial
ec9be9e4-f336-4e2b-9b74-7eb8c8404dd3	5517.0	Milstar 6	Communications	Milstar (Military Strategic & Tactical Relay) is the tactical and strategic multiservice satellite system designed to provide survivable communications for U.S. forces worldwide.	Geosynchronous Orbit	GSO		United States Air Force	Government
98d8aefb-1c4d-49d0-aac8-d106db1f72a9	599.0	INSAT-3A & Galaxy 12	Dedicated Rideshare	INSAT-3A is a communications and weather satellite for ISRO, located at 93.5 degree East. Galaxy 12 is a geostationary communications satellite operating at 72 degree West, operated by PanAmSat.	Geostationary Transfer Orbit	GTO		Arianespace	Commercial
639b668d-e97a-4796-b571-7cf0261c6cee	5518.0	Asiasat 4	Communications	AsiaSat 4 is designed to provide broadcast, telecommunications and broadband multimedia services to the Asia Pacific region, and direct-to-home broadcast servic-es to Hong Kong	Geosynchronous Orbit	GSO		Lockheed Martin	Commercial
20e18466-67ee-4aa6-8915-cb6f0dcc1e18	5519.0	US-KMO 6	Government/Top Secret	Second generation early warning satellite	Geostationary Orbit	Direct-GEO		Khrunichev State Research and Production Space Center	Government
2dc56bac-f593-4507-9af5-eccc9cf3b1de	925.0	Soyuz TMA-2	Human Exploration	"Soyuz TMA-2 begins Expedition 7 by carrying 2 astronauts and cosmonauts to the International Space Station. 
Russian Commander, cosmonaut Yuri Malenchenko alongside Flight Engineer, Edward Tsang Lu (NASA) will launch aboard the Soyuz spacecraft from the Baikonur Cosmodrome in Kazakhstan and then rendezvous with the station. 
It landed on October 28, 2003, 02:40:20 UTC"	Low Earth Orbit	LEO	Soyuz	Russian Federal Space Agency (ROSCOSMOS)	Government
9a6a183b-f416-417d-ad12-aef14af047ed								Orbital Sciences Corporation	Commercial
b2de3bb9-37e6-417b-a75f-7c284fef09d9								Indian Space Research Organization	Government
798a8166-e7ce-4700-b930-f1a91bfd9a96	5520.0	Hayabusa	Astrophysics	MUSES-C (renamed Hayabusa after launch) is a sample return mission to the asteroid. Its primary goal is to acquire and verify technology which is necessary to retrieve samples from a small body in the solar system and to bring back them to the earth.	Asteroid	Asteroid		Institute of Space and Astronautical Science	Government
7a2b74f6-f1f8-4f02-8539-1091196757fe	5521.0	Hellas Sat 2	Communications	The 3450 kg satellite carries 30 Ku-band transponders to provide direct-to-home voice and video transmissions to much of Europe, North Africa and the Middle East, after parking over 39.0° East longitude.	Geostationary Orbit	Direct-GEO		Lockheed Martin	Commercial
8618a7c4-ff00-4160-8650-e7d8338e1c16	5522.0	Beidou Daohang Shiyan Wei. 3	Navigation	One of four test Beidou Navigation Satellites.	Geostationary Transfer Orbit	GTO	BeiDou	China Aerospace Science and Technology Corporation	Government
db62cfa1-4d10-41d3-b25f-a58e138ce202	5523.0	Mars Express	Planetary Science	Mars Express is a space exploration mission being conducted by the European Space Agency (ESA). The Mars Express mission is exploring the planet Mars, and is the first planetary mission attempted by the agency. Mars Express consists of two parts, the Mars Express Orbiter and Beagle 2, a lander designed to perform exobiology and geochemistry research. Although the lander failed to fully deploy after it landed on the Martian surface, the orbiter has been successfully performing scientific measurements since early 2004, namely, high-resolution imaging and mineralogical mapping of the surface, radar sounding of the subsurface structure down to the permafrost, precise determination of the atmospheric circulation and composition, and study of the interaction of the atmosphere with the interplanetary medium.	Mars Orbit	Mars		Russian Federal Space Agency (ROSCOSMOS)	Government
5cab876f-f4e4-40ec-9f1b-bc2a49326f9d	5524.0	Parus 94	Navigation	Navigation satellite providing location information for the Tsiklon-B navigation system	Low Earth Orbit	LEO		Production Corporation Polyot	Commercial
c6b34baf-fdcc-4b6c-b6a2-41eae5006802	5525.0	AMC 9	Communications	Communication satellite launched for SES Americom.	Geostationary Orbit	Direct-GEO		Khrunichev State Research and Production Space Center	Government
b5cfd3d6-8a4b-4cae-bac3-16e32d2090e9							International Space Station	Russian Federal Space Agency (ROSCOSMOS)	Government
0db2781a-43cd-45a8-aa15-81e53cd6dcf7	5526.0	Thuraya 2	Communications	Thuraya offers GSM-compatible mobile telephone services, transmitting and receiving calls through a single 12.25 meter-aperture reflector.	Geostationary Orbit	Direct-GEO		Sea Launch	Commercial
a9684903-9ff2-4b1f-8639-1cc6e6b77166	5527.0	Spirit Rover	Planetary Science	"Spirit, also known as MER-A, is a robotic rover on Mars, active from 2004 to 2010.  It landed successfully within the impact crater Gusev on Mars at 04:35 Ground UTC on January 4, 2004, three weeks before its twin, Opportunity (MER-B), which landed on the other side of the planet. The rover became stuck in a ""sand trap"" in late 2009 at an angle that hampered recharging of its batteries; its last communication with Earth was sent on March 22, 2010."	Mars Orbit	Mars		United States Air Force	Government
1e497950-b932-46b0-8b0f-028171370804	609.0	Optus and Defence C1 & BSAT-2c	Communications	Optus and Defence C1 is a relay platform in geostationary orbit at 156 degrees East. It is one of the most advanced communications satellites ever built. BSAT-2C is a geostationary communication satellite for B-SAT.	Geostationary Transfer Orbit	GTO		Arianespace	Commercial
995a278f-f85f-412f-8771-8ef21bc99814	5528.0	Molniya-3 65L	Communications	Molniya communication satellites operating from a highly elliptical orbit	Elliptical Orbit	Elliptical		Progress Rocket Space Center	Commercial
bbc56a97-b7e1-4fd8-8f6c-dd92e020b0d6								Orbital Sciences Corporation	Commercial
b7e1cdd5-cc08-4e0c-890c-5065e7194c5d	5529.0	Mimosa	Astrophysics	MIMOSA (Micro Measurements Of Satellite Acceleration) is a microsatellite to measure atmospheric drag.	Low Earth Orbit	LEO		Eurockot Launch Services	Commercial
4360ffb4-efae-415b-bb0b-6abfc6c4c586	5530.0	Opportunity Rover	Planetary Science	"Opportunity, also known as MER-B or MER-1, and nicknamed ""Oppy"", is a robotic rover that was active on Mars from 2004 until the middle of 2018. Opportunity was able to stay operational for 5111 sols after landing, maintaining its power and key systems through continual recharging of its batteries using solar power, and hibernating during events such as dust storms to save power. Due to the planetary 2018 dust storm on Mars, Opportunity ceased communications on June 10 and entered hibernation on June 12, 2018. It was hoped it would reboot once the weather cleared, but it did not, suggesting either a catastrophic failure or that a layer of dust had covered its solar panels."	Heliocentric N/A	Helio-N/A		United States Air Force	Government
c8752d92-aecf-436b-8a19-8b5266c01e34	5531.0	Rainbow 1	Communications	Rainbow 1 is a high power Ku-band direct broadcasting satellite providing direct broadcast services across the continental United States.	Geosynchronous Orbit	GSO		Lockheed Martin	Commercial
df05893f-b557-4923-b7ab-bf40dab88fea	5532.0	Echostar IX	Communications	The EchoStar IX satellite is equipped with one of the first commercial Ka-band spot-beam payloads for use over the United States	Geosynchronous Orbit	GSO		Sea Launch	Commercial
952aab02-59ef-4474-a2b6-deaebf3c955e	5533.0	Orlets-1 7	Government/Top Secret	Film-return reconnaissance satellite	Low Earth Orbit	LEO		Russian Federal Space Agency (ROSCOSMOS)	Government
cf7e747b-ec32-4f96-a1ee-fbdf4fc15ac1								Orbital Sciences Corporation	Commercial
37901946-ccc0-453b-a6c7-c7cddd657d48	5534.0	Strela-3 133 & 134	Government/Top Secret	Second generation store-dump military communications satellites	Low Earth Orbit	LEO		Production Corporation Polyot	Commercial
82e633a2-869d-46cf-ba29-28f111a991e3	5535.0	Spitzer Space Telescope	Astrophysics	The Spitzer Space Telescope was an infared space telescope with a planned mission period of 2.5 years - which actually stayed fully operational until 2009.	Heliocentric N/A	Helio-N/A		United States Air Force	Government
7144c201-76b9-49b5-9904-4a6fb084b010							International Space Station	Russian Federal Space Agency (ROSCOSMOS)	Government
44e5f5fa-efc9-4b6a-9253-e84676de9af0	5536.0	DSCS III B-6	Communications	Defense Satellite Communications System (DSCS) constellation provides long haul communications to users worldwide through contested environments.	Low Earth Orbit	LEO		United States Air Force	Government
5064222f-c206-43fc-9b35-cc6aab866155	5537.0	NROL-19 (Orion 5)	Government/Top Secret	USA 171 is an American geostationary military spacecraft. It is reported to be an ORION-class craft belonging to the National Reconnaissance Office.	Geosynchronous Orbit	GSO		United States Air Force	Government
ece77e04-f0d4-4c6a-b57d-abc112e3f0dd	5538.0	Hangtian Tsinghua 1-02	Earth Science	Tsinghua-1 or Hangtian Qinghua 1 is the first demonstrator for the Disaster Monitoring Constellation and carries multi-spectral Earth imaging cameras providing 39-meter nadir ground resolution in 3 spectral bands.	Low Earth Orbit	LEO		China Aerospace Science and Technology Corporation	Government
04ad56f5-cc59-48e7-97a4-5aabde69940e	5539.0	Mozhaets-4	Navigation	Mozhayets 4 (RS 22) was also a training satellite built by the Mozhaisky military academy. It also tested components to be used in upgraded GLONASS satellites.	Low Earth Orbit	LEO		Production Corporation Polyot	Commercial
6a996a79-847d-4b96-b517-17cc1a4b143c	846.0	INSAT-3A	Communications	INSAT-3A is a multipurpose satellite for providing telecommunications, television broadcasting, meteorological and search & rescue services. INSAT-3A payloads include Normal C-band transponders with expanded coverage from Middle East to South East Asia, Extended C-band transponders providing India coverage and Ku-band transponders providing India coverage. The satellite also carries one Data Relay Transponder (DRT) and one Satellite Aided Search and Rescue (SAS&R) payload. SAS&R payload has a global receive coverage with 406 MHz uplink and C-band downlink with India coverage for the relay of signals from distress beacons in sea, air or land.	Geostationary Transfer Orbit	GTO		Arianespace	Commercial
2b64318f-f7d0-4c46-87ac-46020a014c21	5540.0	Galaxy 13	Communications	Horizons-1, also known as Galaxy 13, is a geostationary communications satellite operated by Intelsat	Geostationary Orbit	Direct-GEO		Sea Launch	Commercial
cf21fd4a-1f43-4934-80a6-7850c6745630	280.0	Shenzhou-5	Human Exploration	This is the first crewed mission for China's Shenzhou program. Launched in 15 October, it carried the only astronaut aborad, Yang Liwei, on an 21 hour flight. Shenzhou 5 completed 14 orbits, followed by a safe landing back on Earth on the evening of 15 October.	Low Earth Orbit	LEO	Shenzhou	China Aerospace Science and Technology Corporation	Government
b59876c8-9a34-4929-b636-0879297fc183	5541.0	Resourcesat	Earth Science	The Resourcesat-1 satellite was launched to ensure systematic and repetitive coverage of the earth’s surface.	Low Earth Orbit	LEO		Indian Space Research Organization	Government
c6d6f88f-afab-4c5e-aae3-9efc35e7507f	200.0	Soyuz TMA-3	Human Exploration	"Soyuz TMA-3 begins Expedition 8 by carrying 3 astronauts and cosmonauts to the International Space Station. 
Russian Commander, cosmonaut Alexander Kaleri alongside Flight Engineers, Michael Foale (NASA) & Pedro Duque (ESA) will launch aboard the Soyuz spacecraft from the Baikonur Cosmodrome in Kazakhstan and then rendezvous with the station. 
It landed on April 30, 2004, 00:11:15 UTC"	Low Earth Orbit	LEO	Soyuz	Russian Federal Space Agency (ROSCOSMOS)	Government
79318be7-5e8a-4f72-a49a-231989a6906e	5542.0	DMSP F-16	Earth Science	The 16th flight of the Defense Meteorological Satellite Program Block 5D series with a main mission of cloud imagery and MW imaging/temperature/humidity sounding.	Sun-Synchronous Orbit	SSO		United States Air Force	Government
b5065972-edda-41be-b77a-c380820678ef	5543.0	Zi Yuan 1-2	Earth Science	The satellite is China's first operational civilian remote-sensing satellite, specifically designed for the Chinese Ministry of Land and Resources (MLR).	Low Earth Orbit	LEO		China Aerospace Science and Technology Corporation	Government
809380df-4cac-4348-b7f6-6d2492afce80	5544.0	SERVIS-1	Test Flight	SERVIS-1, or Space Environment Reliability Verification Integrated System 1, is a Japanese satellite designed for testing the performance of commercial off-the-shelf products in the space environment.	Sun-Synchronous Orbit	SSO		Eurockot Launch Services	Commercial
6eb9e596-45ae-4959-9c01-542c6569094f	5545.0	Fanhui Shi Weixing (18)	Government/Top Secret	Fanhui Shi Weixing is a series of Chinese recoverable reconnaissance satellites.	Low Earth Orbit	LEO		China Aerospace Science and Technology Corporation	Government
cb4b47d9-c411-4605-bf03-e8fa1cf817e1	5546.0	Zhongxing 20	Communications	Zhongxing 20A is a Chinese military communications satellite.	Geostationary Orbit	Direct-GEO		China Aerospace Science and Technology Corporation	Government
0ea8e7f9-e3a8-495b-b8b8-3e0d976e3ae1	5547.0	Yamal-202	Communications	Yamal 202 (Russian: Ямал-202) is a geostationary communications satellite operated by Gazkom and built by RSC Energia.	Geostationary Orbit	Direct-GEO		Khrunichev State Research and Production Space Center	Government
0d60f2ed-e635-4a5c-8134-3c056708872f	5548.0	IGS Radar (2) & IGS Optical (2)	Government/Top Secret	Destroyed by range safety after solid booster nozzle burn-through resulted in motor not separating from core.	Sun-Synchronous Orbit	SSO		Japan Aerospace Exploration Agency	Government
f01164c8-7579-4cfd-a804-bf5a50e11b93	5549.0	NROL-18 (Intruder 6A & 6B)	Government/Top Secret	USA 173 is an American military satellite (operated by the National Reconnaissance Office)	Low Earth Orbit	LEO		Lockheed Martin	Commercial
19cf1139-733e-486c-affe-909ac19114a6	5550.0	Gruzomaket	Test Flight	The Gruzomaket (or Kondor-E-GVM) ws a vehicle evaluation payload representing a dynamic model of the Kondor / Kondor-E Earth observation satellite.	Low Earth Orbit	LEO		Khrunichev State Research and Production Space Center	Government
0a9b2872-9b83-40bb-a950-ec5919a8d74a	5551.0	Uragan 83, 84 & Uragan-M 2	Navigation	GLONASS navigation satellites	Medium Earth Orbit	MEO	GLONASS	Khrunichev State Research and Production Space Center	Government
7cc15314-42f5-4342-9582-db68cf6793c6	5552.0	UHF F/O F11	Communications	Ultra-high frequency (UHF) satellite communications network.	Geostationary Orbit	Direct-GEO		Lockheed Martin	Commercial
f8c1323d-fa4d-41f1-90d9-35616334a841	5553.0	GPS IIR-10	Navigation	The Boeing-built GPS IIF satellites provide improved signals to support both the warfighter and the growing civilian needs of the global economy	Medium Earth Orbit	MEO	Global Positioning System	United States Air Force	Government
e94dbcd6-0beb-4dad-8729-e10030c8303e	5554.0	Amos 2	Communications	The Spacecom-owned AMOS 2 will provide communications services to television networks in Israel, Europe and the United States.	Geostationary Orbit	Direct-GEO		Russian Federal Space Agency (ROSCOSMOS)	Government
3e853ca4-d876-4eb6-b30d-52a0a621a61c	5555.0	Ekspress AM-22	Communications	Ekspress AM22 (Russian: Экспресс АМ22, meaning Express AM22) is a communications satellite. It belongs to the Russian Satellite Communications Company (RSCC) based in Moscow	Geostationary Orbit	Direct-GEO		Khrunichev State Research and Production Space Center	Government
87d9c792-ec64-4ffe-a123-cbafb6308b34	5556.0	Tan Ce 1	Earth Science	The Double Star spacecraft, called also Tan Ce (TC) which in Chinese means ‘Probe‘, is a joint Chinese and ESA mission to study the effect of the Sun on the Earth's environment. The polar spacecraft (TC-2) will monitor the energy input from the solar wind into the polar ionosphere. The equatorial spacecraft (TC-1) will investigate the so-called substorm process, when it is in the Earth's magnetotail, and the entry of solar particle on the front side of the magnetosphere.	Elliptical Orbit	Elliptical		China Aerospace Science and Technology Corporation	Government
45f61bb9-602d-4b0d-a1d7-805409470e5e	5557.0	Estrela do Sul 1	Communications	Estrela do Sul (Telstar 14) is a communications satellite operated by Loral Skynet do Brazil, which offers its customers coverage throughout Latin America with connectivity into North America.	Geostationary Orbit	Direct-GEO		Sea Launch	Commercial
6fa3b325-bbb6-428b-9253-39098a6a2115							International Space Station	Russian Federal Space Agency (ROSCOSMOS)	Government
5e2f6f35-e916-4d71-a429-73dd3690c2ee	5558.0	AMC 10	Communications	These all C-band satellites with 24 active transponders, provide distribution of cable, broadcast television and radio, telecommunications services, business television and broadband data distribution throughout North America, the Caribbean, Latin America, Europe and Asia.	Geostationary Orbit	Direct-GEO		Lockheed Martin	Commercial
a8bf9eb8-9a5c-47d1-b116-7417ed2e95fb	5559.0	DSP 22	Government/Top Secret	Early warning satellite	Geostationary Orbit	Direct-GEO		United States Air Force	Government
3a02eddd-3993-4b9e-9852-4be2710df878	5560.0	Molniya-1T 93	Communications	Military communications satellite in a highly elliptic orbit	Elliptical Orbit	Elliptical		Progress Rocket Space Center	Commercial
fc7a03ba-c0f1-4703-95e9-016c12db09c0	610.0	Rosetta	Robotic Exploration	Rosetta is a space probe built by the ESA, along with Philae, its lander, it intends to survery and study comet 67P/Churyumov-Garasimenko.	Heliocentric N/A	Helio-N/A		Arianespace	Commercial
0ebdc0d3-b73a-4975-9683-7dcdebd90cb8	5561.0	MBSAT	Communications	MBSat 1 (Mobile Broadcasting Satellite) or Hanbyul is a mobile broadcasting satellite jointly built for the Japanese Mobile Broacasting Corp. and the South Korean SK Telecom.	Geostationary Orbit	Direct-GEO		Lockheed Martin	Commercial
1a06c3dc-c909-4a22-a669-1a1d87cfa02b	5562.0	Eutelsat W3A	Communications	W3A is a communications satellite owned by Eutelsat.	Geostationary Orbit	Direct-GEO		Khrunichev State Research and Production Space Center	Government
daab6c80-bcea-4f82-a974-0f8a320b7a04	5563.0	GPS IIR-11	Navigation	GPS-2R (Global Positioning System) or Navstar-2R (Navigation System using Timing And Ranging) are the third evolution stage of the second generation of the GPS satellites.	Medium Earth Orbit	MEO	Global Positioning System	United States Air Force	Government
7a0522c7-36a1-4968-97b0-b4d4b0bcbe0b	5564.0	Raduga-1 7	Communications	Military geostationary communications satellite	Geostationary Orbit	Direct-GEO		Khrunichev State Research and Production Space Center	Government
14e5df51-0e52-454b-861e-af5af59e02c1	5565.0	Superbird A2	Communications	SUPERBIRD-6, slated for an orbital slot at 158.0 degrees East longitude, will provide business telecommunication services using a Japan Beam for Ku-Band and Ka-Band services along with a steerable spot beam for additional Ka-Band services.	Geostationary Orbit	Direct-GEO		Lockheed Martin	Commercial
90e5e11e-cff7-40c2-a40c-b435237d710c	5566.0	Shiyan Weixing 1	Earth Science	Earth resources satellite.	Low Earth Orbit	LEO		China Aerospace Science and Technology Corporation	Government
7f1d1449-ba8f-4147-8b62-f5fcbbdcc151	210.0	Soyuz TMA-4	Human Exploration	"Soyuz TMA-4 begins Expedition 9 by carrying 3 astronauts and cosmonauts to the International Space Station. 
Russian Commander, cosmonaut Gennady Padalka alongside Flight Engineers, Michael Fincke (NASA) & AndrÃ© Kuipers (ESA) will launch aboard the Soyuz spacecraft from the Baikonur Cosmodrome in Kazakhstan and then rendezvous with the station. 
It landed on October 24, 2004, 00:35:00 UTC"	Low Earth Orbit	LEO	Soyuz	Russian Federal Space Agency (ROSCOSMOS)	Government
70ba3d46-a1c2-464e-b870-19d5d800f46a	5567.0	Gravity Probe B	Astrophysics	Gravity Probe B (GP-B) was a satellite-based experiment to test two unverified predictions of general relativity: the geodetic effect and frame-dragging. This was to be accomplished by measuring, very precisely, tiny changes in the direction of spin of four gyroscopes contained in an Earth-orbiting satellite at 650 km (400 mi) altitude, crossing directly over the poles.	Low Earth Orbit	LEO		United States Air Force	Government
8704992f-d871-4f4a-b57a-8ba102f3a2d2	5568.0	Ekspress AM-11	Communications	The Ekspress-AM 11 is a communications satellite for russian domestic communication services. The lifetime of the spacecraft has been increased to 12 years.	Geostationary Orbit	Direct-GEO		Khrunichev State Research and Production Space Center	Government
25658233-1099-46b6-b57e-c4d46745abf8	5569.0	DirecTV 7S	Communications	54 Ku-band transponders for Direct-to-home TV services	Geostationary Orbit	Direct-GEO		Sea Launch	Commercial
db43ea45-5514-46e0-a181-824ccc901215	5570.0	AMC 11	Communications	Civilian communications satellite.	Geostationary Orbit	Direct-GEO		Lockheed Martin	Commercial
a7f29a7f-39a9-40d4-9bb2-d9a7b65828dd	5571.0	Formosat-2	Earth Science	ROCSAT 2 (Republic of China Satellite 2) is the second high-resolution Earth observation satellite for the Taiwanese National Space Program Office (NSPO) whose mission is regional remote sensing – to collect data to be used for natural disaster evaluation, agricultural applications, urban planning strategy, environmental monitoring, and ocean surveillance. In addition, the satellite's payload will include an auroral observation instrument.	Medium Earth Orbit	MEO		Orbital Sciences Corporation	Commercial
14ccaa6c-89fe-44ff-9ece-4c0cd82705b2							International Space Station	Russian Federal Space Agency (ROSCOSMOS)	Government
c07bd5fe-a394-426f-88cd-d3bcbe28f491	5572.0	US-PM 12	Government/Top Secret	Russian naval survelliance satellite.	Low Earth Orbit	LEO		Russian Federal Space Agency (ROSCOSMOS)	Government
1e8d5155-2486-412b-ab59-a4e94126bc9a	5573.0	Tselina-2 22	Government/Top Secret	Second generation ELING satellite	Low Earth Orbit	LEO		Russian Federal Space Agency (ROSCOSMOS)	Government
3c55547d-a678-439d-9aa1-7d65aa6da455	5574.0	INTELSAT 10-02	Communications	Intelsat 10-02 is a communications satellite operated by Intelsat.	Geostationary Orbit	Direct-GEO		Khrunichev State Research and Production Space Center	Government
ab9aa83a-5c3c-4af3-9557-6cb7c9f93dc3	5575.0	GPS IIR-12	Navigation	GPS-2R (Global Positioning System) or Navstar-2R (Navigation System using Timing And Ranging) are the third evolution stage of the second generation of the GPS satellites.	Medium Earth Orbit	MEO	Global Positioning System	United States Air Force	Government
8691646e-5bf0-464c-976a-5443faaf0948	5576.0	Telstar 18	Communications	Telstar 18, launched June 28, 2004 aboard a Sea Launch Zenit-3SL rocket, has successfully reached its in-orbit testing position at 142 degrees East longitude. During the satellite's launch, the Zenit rocket's upper stage shut down 54 seconds early and released the satellite into a low orbit. After the launch, engineers at Space Systems/Loral (SS/L) raised the spacecraft to its correct orbit using a series of carefully planned satellite maneuvers and thruster burns.	Geostationary Orbit	Direct-GEO		Sea Launch	Commercial
821d8bf0-bb65-4db6-bfcf-35429a24c8cc	5577.0	Aprizesat-2	Communications	AprizeSat, is a constellation of small Low-Earth-Orbit satellites (64 satellites planned) to achieve a global communication system of data transmission and fixed and mobile asset tracking and monitoring (GMPCS).	Low Earth Orbit	LEO		ISC Kosmotras	Commercial
f7d5ae41-fbdd-49ac-8f94-30fe0a783cbb	5578.0	Aura	Earth Science	Aura (EOS CH-1) is a multi-national NASA scientific research satellite in orbit around the Earth, studying the Earth's ozone layer, air quality and climate. It is the third major component of the Earth Observing System following on Terra and Aqua.	Sun-Synchronous Orbit	SSO	NASA Large Strategic Science Missions	United States Air Force	Government
