launch_id	mission_id	mission_name	mission_type	mission_description	orbit_name	orbit_abbrev	program_name	lsp_name	lsp_type
4de9d0bf-d0ac-4883-8ee7-7a59dd8bdc1f	2213.0	Zenit-4 42	Government/Top Secret	Zenit-4 film-return reconnaissance satellite.	Low Earth Orbit	LEO		Soviet Space Program	Government
7d81bd5c-bf86-43ed-9f74-936c4012d2e9	2214.0	KH-4A 47	Government/Top Secret	The KH-4A (Keyhole-4A) was the fifth optical reconnaissance satellite version in the Corona-program.	Low Earth Orbit	LEO		United States Air Force	Government
31e555a3-b9dc-40e3-8c9a-4d8089ce2c6f	2215.0	Zenit-2M 2	Government/Top Secret	The soviet Zenit-2M (Gektor, 11F690) was an improved version of the Zenit-2 area surveillance reconnaissance satellite. It was part of the Vostok-based Zenit-family.	Low Earth Orbit	LEO		Soviet Space Program	Government
69ce2054-40ed-4f42-9b11-60006ffed1ad	2216.0	Zenit-4 43	Government/Top Secret	Zenit-4 film-return reconnaissance satellite.	Low Earth Orbit	LEO		Soviet Space Program	Government
4612b7e9-8842-4fa5-a86e-8993864e5e8d	2217.0	RAE 1	Astrophysics	The RAE A (Radio Astronomy Explorer A) spacecraft measured the intensity of celestial radio sources, particularly the sun, as a function of time, direction, and frequency (0.2 to 20 MHz).	Medium Earth Orbit	MEO		United States Air Force	Government
ea5c2768-6db9-410c-b671-eeafc474e159	2218.0	DS-U3-S 2	Astrophysics	The DS-U3-S satellites were Soviet scientific satellites launched as part of the Dnepropetrovsk Sputnik program. They were used to conduct multispectral imaging of the Sun.	Low Earth Orbit	LEO		Soviet Space Program	Government
505ef210-81a3-4a65-8a0e-9667e10322df	2219.0	Molniya-1 9	Communications	The Molniya were Soviet communication satellites operating from an inclined highly elliptical earth orbit of 500 km × 40000 km with 12 hour period for coverage of high northern latitudes.	Elliptical Orbit	Elliptical		Soviet Space Program	Government
55be7ebf-3858-4d6a-b25d-567efc824d1a	2220.0	Zenit-2 63	Government/Top Secret	Zenit-2 film-return and ELINT reconnaissance satellite.	Low Earth Orbit	LEO		Soviet Space Program	Government
d5389990-67ff-466f-9de7-ffeaae83d0bf	2221.0	OV1-15	Test Flight	The OV1 (Orbiting Vehicle 1) were small research satellite to be launched piggy back on Atlas ICBM test flights. They consisted in general of the OV1 satellite and the OV1-PM propulsion module (or upper stage) to reach orbit.	Low Earth Orbit	LEO		United States Air Force	Government
e3ec603e-b05d-49df-bf81-e7cc4e940ea9	2222.0	Zenit-4 44	Government/Top Secret	Zenit-4 film-return reconnaissance satellite.	Low Earth Orbit	LEO		Soviet Space Program	Government
b79ed556-2a42-4c97-8b54-da67e3372673	2223.0	DS-P1-Yu 15	Test Target	The DS-P1-Yu series of satellites was used to calibrate space surveillance and early warning radars.	Low Earth Orbit	LEO		Soviet Space Program	Government
397bdc65-2763-47f7-9ace-1fa59dccd686							Soyuz	Soviet Space Program	Government
44e4aabf-0b81-42a4-b00b-62f6946a481d	2224.0	Zenit-4 45	Government/Top Secret	Zenit-4 film-return reconnaissance satellite.	Low Earth Orbit	LEO		Soviet Space Program	Government
ededcfa7-40cb-4cd9-b3a9-c807ed186805	2225.0	Canyon 1	Government/Top Secret	Canyon was the first series of NRO's near geostationary ELINT/SIGINT satellites launched under the designation AFP-827 or Program 7500 for NRO's Program A. They were focussed on communications intelligence (COMINT).	Geostationary Orbit	Direct-GEO		United States Air Force	Government
24b7e803-bf4e-4e8a-978d-5c6e800024bc	2226.0	KH-8 15	Government/Top Secret	KH-8 or Gambit-3 was the second generation of Gambit high resolution reconnaissance satellites.	Low Earth Orbit	LEO		United States Air Force	Government
5772195d-5a0f-4409-9db5-b813583fde9d	2227.0	KH-4B 4	Government/Top Secret	The KH-4B (Keyhole-4B) was sixth optical reconnaissance satellite version in the Corona-program.	Low Earth Orbit	LEO		United States Air Force	Government
cf451187-e695-4f41-af77-359fbae444ec	2228.0	Explorer 39	Earth Science	Explorer 39 was an inflatable sphere, 3.6 m in diameter. It was orbited to make atmospheric density determinations.	Elliptical Orbit	Elliptical		National Aeronautics and Space Administration	Government
e20d1ba5-0ba7-48d0-8948-36e28fa4fbda	2229.0	Zenit-2 64	Government/Top Secret	Zenit-2 film-return and ELINT reconnaissance satellite.	Low Earth Orbit	LEO		Soviet Space Program	Government
bf167e24-0904-4c91-b959-5fd10d0db4a9	2230.0	ATS 4	Earth Science	ATS 4 was a satellite designed to test gravity gradient stabilization at synchronous altitude. It failed to reach the desired altitude, thus was not able to fulfill its mission objectives.	Geosynchronous Orbit	GSO		United States Air Force	Government
dd2140d8-6958-4967-8a48-60fce0fcc383	2231.0	ESSA 7	Earth Science	The ESSA series was the second generation of US meterological satellites after the TIROS (Television & Infra-Red Observation Satellite) series. They were also called OT (Operational TIROS), TOS (TIROS Operational Satellite).	Sun-Synchronous Orbit	SSO		United States Air Force	Government
0dae8a60-e6af-4eb3-b5c7-ca45f6da5850	2232.0	UVR	Dedicated Rideshare	Rideshare mission with thirteen payloads .	Low Earth Orbit	LEO		United States Air Force	Government
78af0ba6-5f5a-4649-b494-e258ef7fbd0a	1417.0	Flight 197	Test Flight	Flight 197 of the North American X-15 was a test flight conducted by NASA and the US Air Force in 1968. Piloted by  William H. Dana it reached an altitude of 81.4 km.	Suborbital	Sub	X-15	United States Air Force	Government
60676488-f725-461a-84fb-0a9c65fa9953	2233.0	RAM C-2	Materials Science	Suborbital launch to test re-entry systems. Reached an apogee of 227 km.	Suborbital	Sub		National Aeronautics and Space Administration	Government
ffe1ba5c-ef04-4cc3-8746-f9abd7da2211	2234.0	Strela-2 5	Communications	The Strela-2 satellites were prototypes of the second component of the Strela store-dump communication system. It consisted of larger single satellites.	Low Earth Orbit	LEO		Soviet Space Program	Government
c72576cc-5e7d-45b3-9bf6-230bbc6b873e	2235.0	Zenit-4 46	Government/Top Secret	Zenit-4 film-return reconnaissance satellite.	Low Earth Orbit	LEO		Soviet Space Program	Government
8f266892-e0ad-4ed8-806b-c18a856d6609							Soyuz	Soviet Space Program	Government
09c9d43b-68c2-4bb5-9141-7127421dd50c	2236.0	Zenit-4 47	Government/Top Secret	Zenit-4 film-return reconnaissance satellite.	Low Earth Orbit	LEO		Soviet Space Program	Government
fba73cbf-7da7-4f27-bca0-e75be9a06ae0	2237.0	KH-8 16	Government/Top Secret	KH-8 or Gambit-3 was the second generation of Gambit high resolution reconnaissance satellites.	Low Earth Orbit	LEO		United States Air Force	Government
e2c67708-93b7-44ac-a26e-17f3c6ae1964	2238.0	Zenit-2 65	Government/Top Secret	Zenit-2 film-return and ELINT reconnaissance satellite.	Low Earth Orbit	LEO		Soviet Space Program	Government
f5c5a4de-7427-4e91-862d-24d87ff76909							Soyuz	Soviet Space Program	Government
accc634c-2136-4008-8ccb-6bfce42a2c75	2239.0	Zenit-4 48	Government/Top Secret	Zenit-4 film-return reconnaissance satellite.	Low Earth Orbit	LEO		Soviet Space Program	Government
c8ddd987-fada-481e-8e61-95f0ca98dd0a	2240.0	KH-4A 48	Government/Top Secret	The KH-4A (Keyhole-4A) was the fifth optical reconnaissance satellite version in the Corona-program.	Low Earth Orbit	LEO		United States Air Force	Government
bf12b9f3-2c0c-4271-b317-6a53340500de	2241.0	INTELSAT III F-1	Communications	The Intelsat 3 spacecraft were used to relay commercial global telecommunications including live TV. Three of the 8 satellites in the series (F1, F5, F8) were unusable due to launch vehicle failures, and most of the remainder did not achieve their desired lifetimes.	Geostationary Orbit	Direct-GEO		United States Air Force	Government
c5676e42-4b53-4238-9a30-b865922f4582	2242.0	DS-P1-I 4	Test Target	The DS-P1-I series of satellites was used to calibrate space surveillance and early warning radars.	Low Earth Orbit	LEO		Soviet Space Program	Government
1d6183a7-c776-4e4c-94f8-7d17933dc6f4	2243.0	Zenit-2M 3	Government/Top Secret	The soviet Zenit-2M (Gektor, 11F690) was an improved version of the Zenit-2 area surveillance reconnaissance satellite. It was part of the Vostok-based Zenit-family.	Low Earth Orbit	LEO		Soviet Space Program	Government
b988879e-2f43-4534-aa3f-d321ccbc7acc	2244.0	OV2-5	Astrophysics	The OV2 (Orbiting Vehicle 2) series satellites were originally built for project ARENTS (Advanced Research Environmental Test Satellite), which was intended to obtain supporting data for the Vela program. After the cancellation of the ARENTS program, the already built hardware was reused for OV2, a low-cost series of experimental satellites, which were to be launched for free on Titan-3C test flights to very different orbits.	Geosynchronous Orbit	GSO		United States Air Force	Government
8b0304ca-349d-4fe5-b548-e10c86f1c2af	2245.0	OGCh 20	Government/Top Secret	Missile equipped with the 8F021 warhead	Low Earth Orbit	LEO		Soviet Space Program	Government
1cfc4216-3afa-4f31-940c-dd41b31dccd6	2246.0	DS-P1-Yu 16	Test Target	The DS-P1-Yu series of satellites was used to calibrate space surveillance and early warning radars.	Low Earth Orbit	LEO		Soviet Space Program	Government
018e6ff3-3edb-4851-a785-88bd478599d4	2247.0	ESRO 1A (Aurorae)	Earth Science	ESRO-1A / Aurorae (European Space Research Organisation) was a 80 kg, cylindrically shaped, solar-cell-powered spacecraft instrumented with seven scientific experiments chosen to measure a comprehensive range of auroral effects.	Elliptical Orbit	Elliptical		European Space Research Organisation	Multinational
3bdf0197-c9fc-4b27-a9fb-9fe06a87bb03	2248.0	Molniya-1 10	Communications	The Molniya were Soviet communication satellites operating from an inclined highly elliptical earth orbit of 500 km × 40000 km with 12 hour period for coverage of high northern latitudes.	Elliptical Orbit	Elliptical		Soviet Space Program	Government
32425afe-ea43-4031-857a-96aa285d9dc9	2249.0	Strawman 1	Government/Top Secret	"The Strawman series of ELINT/SIGINT satellites, known for decades only as ""Heavy Ferrets"", are the fourth variation of Agena-based ELINT satellites. These satellites were designed to detect, map and investigate SAM and ABM radars."	Low Earth Orbit	LEO		United States Air Force	Government
77c756f3-10ca-4d70-8f64-e7f177739c2f	2250.0	Zenit-4 49	Government/Top Secret	Zenit-4 film-return reconnaissance satellite.	Low Earth Orbit	LEO		Soviet Space Program	Government
d389fcec-893c-4b22-8804-595afcc3854e	2251.0	Zenit-2 66	Government/Top Secret	Zenit-2 film-return and ELINT reconnaissance satellite.	Low Earth Orbit	LEO		Soviet Space Program	Government
31e722e3-77bc-4a2f-bb5c-e6afd6d93302	154.0	Apollo 7	Human Exploration	The Apollo 7 crew was commanded by Walter M. Schirra, with Command Module Pilot Donn F. Eisele, and Lunar Module Pilot R. Walter Cunningham. Their mission was Apollo's 'C' mission, an 11-day Earth-orbital test flight to check out the redesigned Block II Apollo Command/Service Module (CSM) with a crew on board.	Low Earth Orbit	LEO	Apollo	National Aeronautics and Space Administration	Government
6955578e-ae33-4bd7-8c00-1d012d862995	2252.0	I2M 2	Test Target	The I2M satellites were maneuverable target satellites for the I2P coorbital ASAT satellites.	Low Earth Orbit	LEO		Soviet Space Program	Government
fb99a96a-a00c-4210-afc8-242546660cc4	2253.0	I2P 1	Government/Top Secret	The I2P satellites were the first soviet coorbital ASAT system.	Low Earth Orbit	LEO		Soviet Space Program	Government
c6aa4803-a8b2-4300-bc3e-4e6b89f72702	2254.0	DSAP-4B F2	Earth Science	DSAP-4B (Defense Satellite Application Program Block 4B) was the sixth version of the military meteorological satellites of the Defense Meteorological Satellite Program.	Sun-Synchronous Orbit	SSO		United States Air Force	Government
c65f80dd-97ac-46f2-8632-91293ead82ac							Soyuz	Soviet Space Program	Government
896d4626-cb19-4a6e-8c56-43f1182bdf1c	777.0	Soyuz 3	Human Exploration	"Soyuz 3 was a spaceflight mission, which started with the launch on October 26, 1968, 08:34:18 UTC. Flown by Georgy Beregovoy, the Soyuz 7K-OK spacecraft completed 81 orbits over four days. The mission achieved the first Soviet space rendezvous with the uncrewed Soyuz 2, but Beregovoy failed to achieve a planned docking with the spacecraft. During the remaining time on orbit he performed topographical and meteorological observations.
The mission concluded with a safe landing back on Earth on 30 October 1968, 07:25:03 UTC."	Low Earth Orbit	LEO	Soyuz	Soviet Space Program	Government
4dd34bb7-287e-4133-9111-948c818c3266	2255.0	Tselina-O 3	Government/Top Secret	The Tselina-O (11F616) was one component of two-satellite Tselina ELINT satellite system. Tselina-O provided general ELINT surveillance to be examined in detail by the larger Tselina-D satellites.	Low Earth Orbit	LEO		Soviet Space Program	Government
407208ac-7873-4f77-bca4-078cd300d6ff	2256.0	Zenit-4M 1	Government/Top Secret	The soviet Zenit-4M (Rotor, 11F691) was an improved version of the Zenit-4 high resolution reconnaissance satellite and was part of the Vostok-based Zenit-family.	Low Earth Orbit	LEO		Soviet Space Program	Government
e24a2dce-7c0e-450b-a2ca-3c9c4520a9ae	2257.0	I2P 2	Government/Top Secret	The I2P satellites were the first soviet coorbital ASAT system.	Low Earth Orbit	LEO		Soviet Space Program	Government
a061aa50-e943-4676-aff2-54d565157dc0	2258.0	KH-4B 5	Government/Top Secret	The KH-4B (Keyhole-4B) was sixth optical reconnaissance satellite version in the Corona-program.	Low Earth Orbit	LEO		United States Air Force	Government
bce85e9f-bde0-43c1-9602-387db876da4c	2259.0	KH-8 17	Government/Top Secret	KH-8 or Gambit-3 was the second generation of Gambit high resolution reconnaissance satellites.	Low Earth Orbit	LEO		United States Air Force	Government
d1d8d518-bf99-4e64-833d-701777b176d2	2260.0	Pioneer 9	Astrophysics	Pioneer A to E (Pioneer 6 to 9 after launch) were a series of five solar-orbiting, spin-stabilized, solar-cell and battery-powered satellites designed to obtain measurements of interplanetary phenomena from widely separated points in space on a continuing basis.	Heliocentric N/A	Helio-N/A		United States Air Force	Government
de16a700-65bb-4bf7-a9b3-6145f0da295d							Soyuz	Soviet Space Program	Government
775a7360-ed08-4cd0-9cf3-b47476d2a7f4	2261.0	Zenit-2 67	Government/Top Secret	Zenit-2 film-return and ELINT reconnaissance satellite.	Low Earth Orbit	LEO		Soviet Space Program	Government
1b7edc50-3e5d-4949-819b-83b331405c5f	2262.0	Proton-4	Earth Science	Satellite designed to study the interaction of elementary particles with energies in excess of 1012 eV up to 1015 eV.	Low Earth Orbit	LEO		Soviet Space Program	Government
1c1b54ab-afdc-47fb-91e1-2867d5d79d8c	2263.0	Zenit-4 50	Government/Top Secret	Zenit-4 film-return reconnaissance satellite.	Low Earth Orbit	LEO		Soviet Space Program	Government
616ee72b-d00f-45b3-884e-b6edb0548e36	2264.0	Zenit-2 68	Government/Top Secret	Zenit-2 film-return and ELINT reconnaissance satellite.	Low Earth Orbit	LEO		Soviet Space Program	Government
92a2c8e9-8b56-4abd-8fe9-e67bef355a64	2265.0	STV 1	Test Flight	STV (Satellite Test Vehicle) was a series of vehicle evaluation payloads built for the test flights of the Europa-1 rocket.	Low Earth Orbit	LEO		European Launcher Development Organisation	Government
ba66f540-2ab0-4448-bb30-956d97aa04f9	2266.0	Sfera 3	Earth Science	The Sfera or Geoid series were the first soviet geodetic satellites to improve the accuracy of maps. The development of the satellites started in 1965 at NPO-PM.	Low Earth Orbit	LEO		Soviet Space Program	Government
2fa04374-c275-4fa4-baa0-6fb585fcae59	2267.0	DS-P1-Yu 17	Test Target	The DS-P1-Yu series of satellites was used to calibrate space surveillance and early warning radars.	Low Earth Orbit	LEO		Soviet Space Program	Government
d88fffd4-1a99-4817-8216-26a2cb290d78	2268.0	KH-8 18	Government/Top Secret	KH-8 or Gambit-3 was the second generation of Gambit high resolution reconnaissance satellites.	Low Earth Orbit	LEO		United States Air Force	Government
08c50e22-a55f-4f8f-bdd7-35720e78c0d2	2269.0	HEOS 1	Astrophysics	HEOS 1 (Highly Eccentric Orbit Satellite) was an earth-orbiting, spin-stabilized satellite that was launched by ESA. The spacecraft objectives were to study interplanetary magnetic fields, cosmic rays, the solar wind, and the magnetosheath.	Elliptical Orbit	Elliptical		United States Air Force	Government
e845c910-05f9-4330-88fb-8592007e42a4	2270.0	OAO 2	Astrophysics	OAO 2 (Orbiting Astronomical Observatory), also known as Stargazer, was one of a series of automated astronomical observatories that was ground controllable in orientation and was placed in a low-earth orbit.	Low Earth Orbit	LEO		United States Air Force	Government
71c4973c-3b2f-4e54-aab9-83d54aaee7e4	2271.0	Zenit-2 69	Government/Top Secret	Zenit-2 film-return and ELINT reconnaissance satellite.	Low Earth Orbit	LEO		Soviet Space Program	Government
d81ad8fa-0b0d-4c74-94d8-305541a383b5	2272.0	KH-4A 49	Government/Top Secret	The KH-4A (Keyhole-4A) was the fifth optical reconnaissance satellite version in the Corona-program.	Low Earth Orbit	LEO		United States Air Force	Government
a9959fa9-3c66-4596-bf9c-6f9893d4d464	2273.0	DS-U2-I 3	Earth Science	The DS-U2-I satellites were Soviet ionospheric research satellites launched as part of the Dnepropetrovsk Sputnik program.	Low Earth Orbit	LEO		Soviet Space Program	Government
8b8eb749-0649-4294-8cf5-41dbcadddd25	2274.0	ESSA 8	Earth Science	The ESSA series was the second generation of US meterological satellites after the TIROS (Television & Infra-Red Observation Satellite) series. They were also called OT (Operational TIROS), TOS (TIROS Operational Satellite).	Sun-Synchronous Orbit	SSO		United States Air Force	Government
4e3e47eb-64d8-40e5-8206-ae98cb0146cc	2275.0	Molniya-1Yu 15L	Test Target	The Molniya-1Yu satellites were modified Molniya-1 satellites to test and calibrate the deep space tracking systems of the Soviet lunar program.	Elliptical Orbit	Elliptical		Soviet Space Program	Government
a7c4f29f-73bc-4027-a4b2-e191dc2685a5	2276.0	INTELSAT III F-2	Communications	The Intelsat 3 spacecraft were used to relay commercial global telecommunications including live TV. Three of the 8 satellites in the series (F1, F5, F8) were unusable due to launch vehicle failures, and most of the remainder did not achieve their desired lifetimes.	Geostationary Orbit	Direct-GEO		United States Air Force	Government
bb606411-deca-4988-9c3d-0eb96734649e	2277.0	DS-U2-GK 1	Earth Science	The DS-U2-GK satellites were Soviet geophysical research satellites launched as part of the Dnepropetrovsk Sputnik program.	Low Earth Orbit	LEO		Soviet Space Program	Government
0b0366fc-a654-40e1-8c95-774b2f03c3cb	156.0	Apollo 8	Human Exploration	Apollo 8 was the first flight of the mighty Saturn V launch vehicle key to human exploration of the moon. The three-astronaut crew â€” Commander Frank Borman, Command Module Pilot James Lovell, and Lunar Module Pilot William Anders. This Mission was the first manned spacecraft to orbit the moon.	Low Earth Orbit	LEO	Apollo	National Aeronautics and Space Administration	Government
8de7ee3a-18a0-4a4c-8e47-fa66a812f04b	2278.0	DS-U2-GF	Astrophysics	The DS-U2-GF satellite was a Soviet solar research satellite launched as part of the Dnepropetrovsk Sputnik program.	Low Earth Orbit	LEO		Soviet Space Program	Government
74360c00-a277-45c4-a3fb-df3c0bf12bce	2279.0	Venera-5	Robotic Exploration	Venus lander	Venus Orbit	Venus		Soviet Space Program	Government
ab777b24-8623-448a-a43c-65528b67723c	2280.0	Venera-6	Robotic Exploration	Venus lander	Venus Orbit	Venus		Soviet Space Program	Government
d8760d2c-ca51-4791-a5fe-4251fe743340	2281.0	Zenit-2 70	Government/Top Secret	Zenit-2 film-return and ELINT reconnaissance satellite.	Low Earth Orbit	LEO		Soviet Space Program	Government
b7f0c6c0-1a10-45b0-8a33-724cb743a11a	234.0	Soyuz 4	Human Exploration	"Soyuz 4 mission started with the launch on January 14, 1969, 07:30:00 UTC, carrying Commander Vladimir Shatalov, Flight Engineer Aleksei Yeliseyev and Research Engineer Yevgeny Khrunov into orbit. Two days later mission achieved the first ever docking of two crewed spacecrafts, having Soyuz 4 docked with Soyuz 5 spacecraft. Since no connecting tunel had been developed yet, the two cosmonauts had to spacewalk from one vehicle to another.
The mission concluded with a safe landing back on Earth on January 17, 1969, 06:50:47 UTC."	Low Earth Orbit	LEO	Soyuz	Soviet Space Program	Government
daa34769-2c2d-4c28-8ce6-5a9092f85657	911.0	Soyuz 5	Human Exploration	"Soyuz 5 mission started with the launch on January 15, 1969, 07:04:57 UTC, carrying Commander Boris Volynov, Flight Engineer Vladislav Volkov and Research Engineer Pyotr Kolodin into orbit. Two days later mission achieved the first ever docking of two crewed spacecrafts, having Soyuz 5 docked with Soyuz 4 spacecraft. Since no connecting tunel had been developed yet, the two cosmonauts had to spacewalk from one vehicle to another.
The mission concluded with a hard landing back on Earth on January 18, 1969, 07:59:12 UTC."	Low Earth Orbit	LEO	Soyuz	Soviet Space Program	Government
fede9a20-aa69-4b2a-97d1-31d9a83f6c56							Soyuz	Soviet Space Program	Government
482f3ff1-4b99-4592-94e3-eba414c57cde	2282.0	OSO 5	Astrophysics	OSO (Orbital Solar Observatory) satellite. Its purpose was to return data on the ultraviolet, X-ray and gamma ray emissions of the sun and galaxy.	Low Earth Orbit	LEO		United States Air Force	Government
3033688a-54a3-485e-916a-ef2d0cc3e03d	2283.0	KH-8 19	Government/Top Secret	KH-8 or Gambit-3 was the second generation of Gambit high resolution reconnaissance satellites.	Low Earth Orbit	LEO		United States Air Force	Government
f382ec3b-cfb5-41c4-b5f6-fa85506ccdef	2284.0	Zenit-4M 2	Government/Top Secret	The soviet Zenit-4M (Rotor, 11F691) was an improved version of the Zenit-4 high resolution reconnaissance satellite and was part of the Vostok-based Zenit-family.	Low Earth Orbit	LEO		Soviet Space Program	Government
50181967-21d1-4398-a993-30be5f1ae2cf	2285.0	US-AO 5	Government/Top Secret	US-A (Upravlenniye Sputnik Aktivny) were active radar satellites for ocean surveillance. The high power consumtion of the active radar required a nuclear reactor as power source. The satellites were known as RORSAT in the west. The US-AO series consisted of satellites, which tested all the system components but the nuclear reactor. They were battery powered.	Low Earth Orbit	LEO		Soviet Space Program	Government
795b501c-fc9d-42eb-bdae-96d616172494	2286.0	Isis 1	Earth Science	ISIS 1 (International Satellite for Ionosphere Studies) was an ionospheric observatory instrumented with sweep- and fixed-frequency ionosondes, a VLF receiver, energetic and soft particle detectors, an ion mass spectrometer, an electrostatic probe, an electrostatic analyzer, a beacon transmitter, and a cosmic noise experiment.	Elliptical Orbit	Elliptical		United States Air Force	Government
e2a70002-3834-435b-b20f-cd080993383f	2287.0	Meteor-1 11	Earth Science	The Meteor-1 series was the first series of Soviet meteorological satellites.	Low Earth Orbit	LEO		Soviet Space Program	Government
0d5747f5-d597-41fc-8463-e092aedb94c1	2288.0	KH-4B 6	Government/Top Secret	The KH-4B (Keyhole-4B) was sixth optical reconnaissance satellite version in the Corona-program.	Low Earth Orbit	LEO		United States Air Force	Government
79457385-acb8-427a-a577-ade80ddd450b	2289.0	INTELSAT III F-3	Communications	The Intelsat 3 spacecraft were used to relay commercial global telecommunications including live TV. Three of the 8 satellites in the series (F1, F5, F8) were unusable due to launch vehicle failures, and most of the remainder did not achieve their desired lifetimes.	Geostationary Orbit	Direct-GEO		United States Air Force	Government
dcc66c40-f16a-419c-83f0-784d34162cbf	2290.0	DS-P1-Yu 18	Test Target	The DS-P1-Yu series of satellites was used to calibrate space surveillance and early warning radars.	Low Earth Orbit	LEO		Soviet Space Program	Government
c74d688c-3177-4cfc-89ba-8da5ae1cadd4	2291.0	TACSAT 1	Communications	TACSAT 1 (also TACOMSAT, Tactical Communications satellite) was the largest and most powerful communications satellite at the time when it was launched into synchronous orbit by a Titan-3C booster 9 February 1969, from Cape Canaveral, Florida. The experimental tactical communications satellite was designed and built by Hughes Aircraft Company, under the direction of the U.S. Air Force Space and Missile Systems Organization, for the Department of Defense.	Geosynchronous Orbit	GSO		United States Air Force	Government
6d6fd8d2-50cf-4d18-8806-b06a15e84296	2292.0	Luna-15a	Lunar Exploration	Lunar lander and rover	Lunar Orbit	LO	Luna	Soviet Space Program	Government
dc11b2a9-ef98-4a33-9866-55973fa09691							Soyuz	Soviet Space Program	Government
1eadee34-7da0-4b2c-8387-9a4ad35e08fd	2293.0	Mariner 6	Robotic Exploration	Mariner 6 and 7 comprised a dual-spacecraft mission to Mars, the sixth and seventh missions in the Mariner series of spacecraft used for planetary exploration in the flyby mode. The primary objectives of the missions were to study the surface and atmosphere of Mars during close flybys to establish the basis for future investigations, particularly those relevant to the search for extraterrestrial life, and to demonstrate and develop technologies required for future Mars missions and other long-duration missions far from the Sun.	Mars flyby	Mars flyby		United States Air Force	Government
3fd8deff-e0ff-420a-a2eb-bc853f6d3fab	2294.0	Zenit-2 71	Government/Top Secret	Zenit-2 film-return and ELINT reconnaissance satellite.	Low Earth Orbit	LEO		Soviet Space Program	Government
2da23629-b4f1-44b1-82fe-488be6e9ca8f	2295.0	ESSA 9	Earth Science	The ESSA series was the second generation of US meterological satellites after the TIROS (Television & Infra-Red Observation Satellite) series. They were also called OT (Operational TIROS), TOS (TIROS Operational Satellite).	Sun-Synchronous Orbit	SSO		United States Air Force	Government
006d3d03-2832-4c01-b2ff-54fe1edf4c58	2296.0	Zenit-4 51	Government/Top Secret	Zenit-4 film-return reconnaissance satellite.	Low Earth Orbit	LEO		Soviet Space Program	Government
144c083a-8aa3-49df-be2d-9445305dedea	141.0	Apollo 9	Human Exploration	Apollo 9 was commanded by James McDivitt, Command Module Pilot Dave Scott and Lunar Module Pilot Rusty Schweickart. The mission tested the LM engines, backpack life support systems, navigation systems, and docking maneuvers.	Low Earth Orbit	LEO	Apollo	National Aeronautics and Space Administration	Government
6c942c47-fc76-46cd-b192-cb15264b33f0	2297.0	KH-8 20	Government/Top Secret	KH-8 or Gambit-3 was the second generation of Gambit high resolution reconnaissance satellites.	Low Earth Orbit	LEO		United States Air Force	Government
6909576f-ed6a-44c4-9fe1-32af1b292104	2298.0	DS-P1-Yu 19	Test Target	The DS-P1-Yu series of satellites was used to calibrate space surveillance and early warning radars.	Low Earth Orbit	LEO		Soviet Space Program	Government
2bddfc2d-49ec-43b3-8707-ba26cd861f78	2299.0	Tselina-O 4	Government/Top Secret	The Tselina-O (11F616) was one component of two-satellite Tselina ELINT satellite system. Tselina-O provided general ELINT surveillance to be examined in detail by the larger Tselina-D satellites.	Low Earth Orbit	LEO		Soviet Space Program	Government
e445dc75-e7dc-4d22-8c5f-329d6114061d	2300.0	Zenit-4 52	Government/Top Secret	Zenit-4 film-return reconnaissance satellite.	Low Earth Orbit	LEO		Soviet Space Program	Government
318c544d-d9b1-44e7-8e86-19b6954e6368	2301.0	Zenit-4 53	Government/Top Secret	Zenit-4 film-return reconnaissance satellite.	Low Earth Orbit	LEO		Soviet Space Program	Government
8c50fc51-60f9-474b-9d8f-a6c11d294104	2302.0	Sfera 4	Earth Science	The Sfera or Geoid series were the first soviet geodetic satellites to improve the accuracy of maps. The development of the satellites started in 1965 at NPO-PM.	Low Earth Orbit	LEO		Soviet Space Program	Government
b6277611-03d2-449b-88e2-732c560cb34f	2303.0	OV1-17,18,19	Test Flight	The OV1 (Orbiting Vehicle 1) were small research satellite to be launched piggy back on Atlas ICBM test flights. They consisted in general of the OV1 satellite and the OV1-PM propulsion module (or upper stage) to reach orbit.	Low Earth Orbit	LEO		United States Air Force	Government
d6ebccda-9537-40b3-8d1c-f1e1bded54c2	2304.0	KH-4A 50	Government/Top Secret	The KH-4A (Keyhole-4A) was the fifth optical reconnaissance satellite version in the Corona-program.	Low Earth Orbit	LEO		United States Air Force	Government
a95379d8-163e-4442-95cc-1e2ea511e475	2305.0	Zenit-2 72	Government/Top Secret	Zenit-2 film-return and ELINT reconnaissance satellite.	Low Earth Orbit	LEO		Soviet Space Program	Government
209cd164-35f2-4f14-8a92-56ee140dd71a	2306.0	Zenit-4 54	Government/Top Secret	Zenit-4 film-return reconnaissance satellite.	Low Earth Orbit	LEO		Soviet Space Program	Government
924b34cd-122a-41c8-b15b-598e4a491470	2307.0	Meteor-1 1 (12L)	Earth Science	The Meteor-1 series was the first series of Soviet meteorological satellites.	Low Earth Orbit	LEO		Soviet Space Program	Government
e66006d4-7ed8-43b8-b944-eba4d122daa8	2308.0	Mars-2b	Robotic Exploration	Mars orbiter lost due to a failure of the rocket's third stage.	Mars Orbit	Mars		Soviet Space Program	Government
